Ticker;CompanyName;Country;Sector;Industry;CP;StartP;MinP;MaxP;Vol;MA;Shares;EV;EPS;Debt;Assets;Equity;Cash;CFOpeAct;CapExp;FCF;netIncome;Sales;MCap;Debts;ROA;FCFyield;PER;Pr6m;Signal;Quality;Quality;Momentum;Momentum;Final_rank;Final
GEA.PA;GEA GRENOBL.ELECT.;France;Industrials;Business Equipment & Supplies;107;103.5151519775;92.6707077026;110;149.3095238095;99.8682292757;218830;50678416;1.404;23929000;95377000;71448000;62579000;-91000;-19000;-110000;515861;7110369;23414810;-262.956043956;0.005408652;-0.0021705493;76.2108262108;1.0336651008;BUY;47.5;16.156462585;88;29.9319727891;39;13.2653061224
RLIA.MC;REALIA;Spain;Real Estate;Real Estate Services;0.6859999895;0.6840000153;0.6439999938;0.75;172566.619047619;0.6929206356;215084846;1276095616;0.008;812630000;2108920000;1056060000;90230000;0;0;0;8510000;37500000;147548202.09967;Inf;0.0040352408;0;85.7499986887;1.0029239389;BUY;67;22.7891156463;67;22.7891156463;38;12.925170068
PRS.MC;PROMOTORA DE INFORMAC. CL.A;Spain;Communication Services;Entertainment;0.8299999833;0.9300000072;0.7699999809;1.0599999428;651800.817460318;0.9374126967;203859341;1412265088;0.144;1386680000;968760000;-462640000;262870000;45200000;-7800000;37400000;-13800000;158500000;169203249.62773;30.6787610619;-0.0142450142;0.0264822804;5.763888773;0.8924730935;HOLD;103;35.0340136054;30;10.2040816327;37;12.5850340136
DESA.MC;DESARROLLOS ESPECIALES DE SIST;Spain;Industrials;Tools & Accessories;9;8.7197093964;8.7197093964;9;0;8.8020169546;361945;26774622;0.508;26635179;40025383;13390204;4554622;0;0;0;-89827;10379233;3257505;Inf;-0.0022442509;0;17.7165354331;1.0321444891;BUY;44;14.9659863946;86;29.2517006803;35.5;12.074829932
RSU1L.VS;Rokiskio Suris;Lithuania;Consumer Defensive;Packaged Foods;2.9400000572;2.7066664696;2.7066664696;3;1102.4576271186;2.8734011145;5619975;123905688;0.119;51642000;197070000;145428000;5834000;-2518500;-2619000;-5137500;963500;54016500;16522726.8215775;-20.5050625372;0.0048891257;-0.0414629876;24.7058828338;1.0862069968;BUY;13;4.4217687075;117;39.7959183673;35.5;12.074829932
SIS.DE;FIRST SENSOR AG O.N.;Germany;Technology;Semiconductor Equipment & Materials;42.7999992371;40.658405304;39.4741783142;43.9150238037;1962.2698412698;41.6448321267;1766346;418248000;4.238;59078000;183800000;124722000;46396000;0;0;0;-10232000;34418000;75599607.4523849;Inf;-0.0556692057;0;10.0991031706;1.0526728463;BUY;28;9.5238095238;100;34.0136054422;33.5;11.3945578231
TFF.PA;TFF GROUP;France;Consumer Cyclical;Packaging & Containers;27;28.7000007629;24.5;30.8999996185;4751.7380952381;27.6603174512;6356918;696712832;0.92;285927000;659668000;368342000;94640000;0;0;0;6495000;70770000;171636786;Inf;0.0098458619;0;29.347826087;0.9407665255;HOLD;86;29.2517006803;42;14.2857142857;33.5;11.3945578231
BLC.PA;BASTIDE LE CONFORT;France;Healthcare;Medical Distribution;46.9000015259;57.7000007629;44.7000007629;57.7000007629;6697.2301587302;49.3039681874;3306149;662586048;1.519;483076000;560976000;74618000;36619000;17025000;-12448500;4576500;2866500;110833500;155058393.144783;28.3745080764;0.0051098443;0.0069070274;30.8755770414;0.8128249724;HOLD;104.5;35.5442176871;15;5.1020408163;32;10.8843537415
ALREA.PA;REALITES;France;Real Estate;Real Estate Services;27.2999992371;26.0178833008;24.6536483765;28.7000007629;1953.8650793651;26.5852826436;1948977;269267936;1.719;408204000;510976000;83490000;76181000;-6048000;-1124000;-7172000;2454500;68992500;53207070.6130486;-67.494047619;0.0048035524;-0.0266351802;15.8813259087;1.0492782569;BUY;18;6.1224489796;98;33.3333333333;31;10.5442176871
IBG.MC;IBERPAPEL GESTION;Spain;Basic Materials;Paper & Paper Products;16.6000003815;17.5502815247;16.6000003815;20.384180069;5817.0079365079;18.0998425257;9067964;158110464;0.487;137447000;397176000;259729000;123157000;0;0;0;2329000;49265000;150528205.859154;Inf;0.0058638991;0;34.0862430831;0.9458537949;HOLD;71;24.1496598639;44;14.9659863946;30;10.2040816327
CRLA.PA;CRCAM LANGUED CCI;France;Financial Services;Banks—Regional;61.5;57.7625045776;50.3015136719;66.8986053467;746.0714285714;61.3936581082;1893462;1514642304;6.875;26830281000;30959199000;4122842000;119382000;-270993500;-3299000;-274292500;50605500;146711000;116447913;-99.0071016463;0.0016345869;-0.1810939119;8.9454545455;1.064704525;BUY;12;4.0816326531;102;34.693877551;28.5;9.693877551
CEN.PA;GROUPE CRIT;France;Industrials;Staffing & Employment Services;65.5;64.2038269043;57.1582794189;73.5317459106;2580.0793650794;65.1111928243;2095032;557535424;0.136;565918000;1178081000;611097000;320013000;-1756000;-626000;-2382000;5786500;468964500;137224596;-322.2767653759;0.0049118015;-0.0042723743;481.6176470588;1.0201884087;BUY;38;12.925170068;76;25.8503401361;28.5;9.693877551
ALDNE.PA;DONTNOD;France;Communication Services;Electronic Gaming & Multimedia;14.75;16.9500007629;13.6999998093;18.0499992371;8235.6428571429;15.830555545;5290490;111345336;0.18;11884000;52105000;40221000;18167000;730500;-3297500;-2567000;141000;6381500;78034727.5;16.2683093771;0.0027060743;-0.0230544008;81.9444444444;0.8702064505;HOLD;85;28.9115646259;25;8.5034013605;27;9.1836734694
VER.MC;VERTICE TRESCIENTOS SESENTA;Spain;Communication Services;Entertainment;3.7899999619;3.7300000191;3.6449999809;4.1149997711;17796.2698412698;3.9297618979;4934066;323839360;0.016;27869000;55161000;26912000;6840000;0;0;0;-1209000;15800000;18700109.9517803;Inf;-0.0219176592;0;236.8749976158;1.0160857755;HOLD;31;10.5442176871;73;24.8299319728;26;8.843537415
ALEMG.PA;EUROMEDIS GROUPE;France;Healthcare;Medical Devices;13.3599996567;20.2000007629;12.3800001144;24.8999996185;26758.5;17.2932539667;2837358;43637552;7.609;53687000;92615000;38710000;15735000;-1795000;-107000;-1902000;9708000;65939000;37907101.9058704;-29.9091922006;0.1048210333;-0.043586313;1.7558154365;0.6613860966;HOLD;94;31.9727891156;6;2.0408163265;25;8.5034013605
OHB.DE;OHB SE   O.N.;Germany;Industrials;Aerospace & Defense;39.75;38.9371070862;33.7981987;41.6547966003;12398.9206349206;36.3626862783;4813335;822444992;1.258;717212000;947709000;213648000;84855000;-24886000;-5755000;-30641000;7264000;190671000;191330066.25;-28.8198987382;0.0076648001;-0.0372559871;31.5977742448;1.0208770752;HOLD;21.5;7.3129251701;77;26.1904761905;24;8.1632653061
EIFF.PA;TOUR EIFFEL;France;Real Estate;REIT—Office;28.7000007629;29.6224060059;28.4335479736;32.6936264038;2515.1666666667;29.958277551;5375830;1226716288;0.64;1034601000;1828875000;794274000;187250000;12513500;-17863500;-5350000;-1369500;31059000;154286325.101433;82.6787869101;-0.000748821;-0.0043612366;44.8437511921;0.9688612315;HOLD;42;14.2857142857;50;17.0068027211;23;7.8231292517
GME.DE;GERATHERM O.N.;Germany;Healthcare;Medical Devices;9.8800001144;10.9982376099;9.8800001144;12.1559467316;3127.7380952381;11.187432713;2878919;50423488;0.437;16025816;36936804;21146995;3599793;-359000;-328000;-687000;422014;6706194;28443720.0494661;-44.6401559889;0.0114252982;-0.0136246029;22.6086959141;0.8983257559;HOLD;59;20.0680272109;32;10.8843537415;22;7.4829931973
ALGEP.PA;GLOBAL ECOPOWER;France;Utilities;Utilities—Renewable;2.2300000191;2.2300000191;2.2300000191;2.2300000191;0;2.2300000191;6189230;21798486;0.135;34089000;46542000;12444000;572000;-1888500;0;-1888500;416500;2525000;13801983.0180502;-18.0508339952;0.0089489064;-0.0866344571;16.5185186598;1;BUY;16;5.4421768707;64.5;21.9387755102;21;7.1428571429
ALUVI.PA;UV GERMI;France;Industrials;Pollution & Treatment Controls;9.5900001526;13.1000003815;8.5600004196;14.3999996185;8830.5238095238;10.4068254819;1050235;21395360;0.16;2537038;8857621;6320583;3248193;0;0;0;45648;1616474;10071753.8102531;Inf;0.0051535282;0;59.9375009537;0.732061059;HOLD;69;23.4693877551;8;2.7210884354;20;6.8027210884
HKSAV.HE;HKScan Oyj A;Finland;Consumer Defensive;Packaged Foods;2.1700000763;2.2307128906;2.1023976803;2.5;128808.098360656;2.2918300257;52149035;531820704;0.03;648100000;970200000;301400000;37800000;3300000;-9900000;-6600000;-6600000;427500000;113163409.928656;196.3939393939;-0.0068027211;-0.0124101976;72.3333358765;0.9727832234;HOLD;24;8.1632653061;52;17.6870748299;19;6.462585034
BAIN.MC;BORGES;Spain;Consumer Defensive;Farm Products;2.6600000858;2.9000000954;2.5399999619;2.9000000954;3020.3492063492;2.6953968169;2446400;125391328;0.01;81235000;137685000;54390000;2844000;0;0;0;-690000;30203000;6507424.2099762;Inf;-0.0050114392;0;266.0000085831;0.9172413787;HOLD;35;11.9047619048;35;11.9047619048;18;6.1224489796
RX.PA;RECYLEX S.A.;France;Basic Materials;Other Industrial Metals & Mining;1.8480000496;1.8480000496;1.8480000496;1.8480000496;0;1.8480000496;18158609;59703980;4.9;76998000;36984000;-40014000;6544000;-2199500;-277500;-2477000;-1299500;15919000;33557110.3325047;-35.0070470561;-0.0351368159;-0.0414880214;0.3771428673;1;BUY;5;1.7006802721;64.5;21.9387755102;17;5.7823129252
TOUP.PA;TOUAX;France;Industrials;Marine Shipping;8.4200000763;9.1000003815;8.1199998856;10.3000001907;12326.8015873016;9.1388095296;4427872;308855296;0.837;327221000;473959000;92258000;62304000;-888500;-94500;-983000;1693500;41038000;37282682.5778198;-368.2847495779;0.0035730939;-0.0031827202;10.0597372477;0.9252746949;HOLD;32;10.8843537415;37;12.5850340136;16;5.4421768707
ALTXC.PA;TXCOM;France;Technology;Communication Equipment;8.0900001526;9.5118789673;7.9919390678;9.7080001831;589.7301587302;8.9433609153;227138;5879574;0.23;4625758;12895116;8261082;6525546;29148;-69334;-40186;17378;3319137;1837546.45465851;158.6989844929;0.001347642;-0.0068348489;35.1739137069;0.8505154639;HOLD;45;15.306122449;22;7.4829931973;15;5.1020408163
PVA.MC;PESCANOVA;Spain;Consumer Defensive;Farm Products;0.474999994;0.6000000238;0.4639999866;0.6159999967;315798.865079365;0.5335238105;25139756;14615941;0.001;45689000;47495000;1806000;0;0;0;0;-23000;0;11941383.9501554;Inf;-0.0004842615;0;474.9999940395;0.7916666253;HOLD;50;17.0068027211;14;4.7619047619;14;4.7619047619
ABNX.PA;ABIONYX PHARMA;France;Healthcare;Biotechnology;0.9300000072;0.9440000057;0.8399999738;1.4659999609;317739.563492063;1.0374999964;15153568;15130615;0.09;3583000;10249000;6666000;8331000;-494000;0;-494000;-523500;0;14092818.3483868;-7.2530364372;-0.051078154;-0.0326490364;10.3333334128;0.9851694931;HOLD;4;1.3605442177;57;19.387755102;13;4.4217687075
SPEL.PA;FONCIERE VOLTA;France;Real Estate;Real Estate Services;6.8000001907;7.25;6.1999998093;7.5;337.1428571429;7.0067460537;2484275;150740944;1.015;120899000;247566000;126667000;21898000;-611500;-1938500;-2550000;896000;2768000;16893070.4738379;-197.7089125102;0.0036192369;-0.0169164391;6.6995075771;0.9379310608;HOLD;21.5;7.3129251701;39;13.2653061224;12;4.0816326531
ALBUD.PA;MINT;France;Communication Services;Telecom Services;8.3900003433;9.9600000381;8.3000001907;10.1999998093;9557.7857142857;9.3003968436;1946243;26466066;0.351;45785323;53953376;8168053;22308948;0;0;0;-176336;19426617;16328979.4381895;Inf;-0.0032683034;0;23.9031348813;0.8423695092;HOLD;39;13.2653061224;20;6.8027210884;11;3.7414965986
EOS.PA;ACTEOS;France;Technology;Software—Application;2.6099998951;3.8399999142;2.4200000763;3.8399999142;8196.5952380952;3.0468253843;1219322;12446228;0.04;19328691;19738437;409255;4661783;-511140;-20716;-531856;284240;4457063;3182430.29208803;-37.8148667684;0.0144003297;-0.0427323041;65.2499973774;0.6796874879;HOLD;51;17.3469387755;7;2.380952381;10;3.4013605442
LFDE.PA;FRANCAISE ENERGIE;France;Energy;Oil & Gas E&P;20.1000003815;23.7999992371;19.5;24.8999996185;5617.880952381;22.7547618321;4595793;131899904;0.003;45467588;99940014;54561058;4892371;678436;-3031558;-2353122;51066;2009951;92375441.0531559;67.0182419565;0.0005109665;-0.0178402101;6700.0001271566;0.8445378582;HOLD;36.5;12.4149659864;21;7.1428571429;9;3.0612244898
A4Y.DE;ACCENTRO REAL ESTATE AG  O.N.;Germany;Real Estate;Real Estate Services;7.4499998093;9;7.3499999046;9.0500001907;4514.880952381;8.1999999758;5482011;796600704;0.662;730346000;977923000;233268000;120378000;0;0;0;-2993000;27587000;40840980.9043894;Inf;-0.0030605682;0;11.2537761469;0.8277777566;HOLD;41;13.9455782313;16;5.4421768707;7.5;2.5510204082
VBL1L.VS;Vilniaus Baldai;Lithuania;Consumer Cyclical;Furnishings, Fixtures & Appliances;10.5;10.8000001907;10.3000001907;11;104.1779661017;10.7194914737;488537;85993248;1.382;61197000;87961000;26764000;121000;-2289000;-1177000;-3466000;-634000;25406000;5129638.5;-26.7352555701;-0.0072077398;-0.04030549;7.5976845152;0.9722222051;HOLD;6;2.0408163265;51;17.3469387755;7.5;2.5510204082
ALEVA.BR;EVADIX;Belgium;Industrials;Specialty Business Services;0.1199999973;0.1400000006;0.1000000015;0.1400000006;676.1111111111;0.1226666661;1074241;380680;0.044;76608;254374;177764;9778;0;0;0;-13551;0;128908.917118661;Inf;-0.0532719539;0;2.7272726663;0.8571428343;HOLD;29;9.8639455782;24;8.1632653061;6;2.0408163265
SIFG.AS;SIF Holding;Netherlands;Industrials;Metal Fabrication;13.720000267;17.8624191284;13.720000267;18.0608921051;24672.7777777778;15.8748641922;10066660;418332448;0.285;147577000;241847000;93746000;2645000;-17675500;-164000;-17839500;3465000;92094500;138114577.888088;-8.3492404741;0.0143272399;-0.0426443134;48.1403518141;0.7680930656;HOLD;34;11.5646258503;13;4.4217687075;5;1.7006802721
CIB.PA;CIBOX INTER A CTIV;France;Technology;Computer Hardware;0.2189999968;0.2639999986;0.199000001;0.3160000145;1358822.88095238;0.2295674607;70599361;17918026;0.006;7748000;13139000;5391000;6282000;-813500;-76000;-889500;134500;3632500;15461259.8317653;-9.5242778119;0.0102366999;-0.0496427452;36.4999994636;0.8295454468;HOLD;20;6.8027210884;17;5.7823129252;4;1.3605442177
ALONX.PA;ONXEO;France;Healthcare;Biotechnology;0.6190000176;0.6994040012;0.6110000014;0.7799999714;132029.404761905;0.6875221904;57911227;39341676;0.01;17470000;46506000;29036000;14523000;-1726000;-5000;-1731000;-1976500;347000;35847050.5347263;-10.1216685979;-0.0424998925;-0.0439991423;61.9000017643;0.8850392857;HOLD;3;1.0204081633;29;9.8639455782;3;1.0204081633
PA8.DE;PAION O.N;Germany;Healthcare;Biotechnology;1.8099999428;2.4660570621;1.7020000219;2.4660570621;117727.658730159;2.0055722433;61521787;103437240;0.03;6859988;28149813;21289827;19666309;-4839875;-13682;-4853557;-3463856;385104;111354430.949695;-1.4173894987;-0.1230507641;-0.0469227234;60.333331426;0.7339651505;HOLD;2;0.6802721088;10;3.4013605442;2;0.6802721088
ORQ1.IR;ORMONDE MINING PLC;Ireland;Basic Materials;Other Industrial Metals & Mining;0.0125000002;0.0299999993;0.0099999998;0.0299999993;157142.912698413;0.0161031746;362734545;941343;0.001;211000;7718000;7507000;4965000;-313000;0;-313000;-348000;0;4534181.88006457;-0.6741214058;-0.0450894014;-0.3325036676;12.5000001863;0.4166666822;HOLD;1;0.3401360544;1;0.3401360544;1;0.3401360544
